prodcode,gemscriptcode,productname,drugsubstance,strength,formulation,route
3152,52260020,Vibramycin 100mg Dispersible tablet (Pfizer Ltd),Doxycycline monohydrate,100mg,Dispersible tablet,Oral
8724,62874020,Doxycycline (as hyclate) 50mg/5ml oral solution,Doxycycline Hyclate,50mg/5ml,Syrup,Oral
9267,86250020,Vibramycin Acne Pack 50mg capsules (Pfizer Ltd),Doxycycline hyclate,50mg,Capsule,Oral
10454,52261020,Vibramycin 50mg/5ml Oral solution (Pfizer Ltd),Doxycycline Hyclate,50mg/5ml,Oral Solution,Oral
12987,86778020,Doxycycline (as hyclate) 50mg capsules with microgranules,Doxycycline Hyclate,50mg,Capsules Containing Spherical Coated Microgranules,Oral
15071,71455020,Nordox 100mg Capsule (Sankyo Pharma UK Ltd),Doxycycline hyclate,100mg,Capsule,Oral
21038,56301020,Doxatet 100mg Tablet (Manufacturer unknown),Doxycycline Hyclate,100mg,Tablet,Oral
21366,66953020,Tetracycline 250mg/vial IV injection,Tetracycline Hydrochloride,250mg/vial,Iv Injection,
21828,51713020,Demix 50 capsules (Ashbourne Pharmaceuticals Ltd),Doxycycline hyclate,50mg,Capsule,Oral
21860,85889020,Cyclodox 100mg Capsule (Berk Pharmaceuticals Ltd),Doxycycline hyclate,100mg,Capsule,Oral
21878,51712020,Demix 100 capsules (Ashbourne Pharmaceuticals Ltd),Doxycycline hyclate,100mg,Capsule,Oral
23405,75139020,Doxylar 100mg capsules (Sandoz Ltd),Doxycycline hyclate,100mg,Capsule,Oral
23432,75140020,Doxylar 50mg capsules (Sandoz Ltd),Doxycycline hyclate,50mg,Capsule,Oral
23819,76012020,Doxycycline (as hyclate) 50mg capsules with microgranules,Doxycycline Hyclate,50mg,Capsules Containing Spherical Coated Microgranules,Oral
24126,53670020,Doxycycline 100mg capsules (IVAX Pharmaceuticals UK Ltd),Doxycycline hyclate,100mg,Capsule,Oral
25274,66954020,Tetracycline 500mg/vial IV injection,Tetracycline Hydrochloride,500mg/vial,Iv Injection,
26747,62972020,Doxycycline 100mg Tablet (Neo Laboratories Ltd),Doxycycline Hyclate,100mg,Tablet,Oral
28573,69234020,Achromycin im 100mg/vial intramuscular injection (Wyeth Pharmaceuticals),Tetracycline Hydrochloride,100mg/vial,Intramuscular Injection,Intramuscular Injection
31230,69236020,Achromycin iv 500mg/vial Intravenous injection (Wyeth Pharmaceuticals),Tetracycline Hydrochloride,500mg/vial,Intravenous Injection,Intravenous Injection
31476,69235020,Achromycin iv 250mg/vial Intravenous injection (Wyeth Pharmaceuticals),Tetracycline Hydrochloride,250mg/vial,Intravenous Injection,Intravenous Injection
32233,54664020,Achromycin Powder (Wyeth Pharmaceuticals),Tetracycline Hydrochloride,,Powder,Oral
34423,59687020,Doxycycline 100mg Capsule (PLIVA Pharma Ltd),Doxycycline hyclate,100mg,Capsule,Oral
34594,63696020,Doxycycline 100mg Capsule (Neo Laboratories Ltd),Doxycycline hyclate,100mg,Capsule,Oral
34765,59013020,Doxycycline 50mg capsules (Mylan),Doxycycline hyclate,50mg,Capsule,Oral
40391,53669020,Doxycycline 50mg capsules (IVAX Pharmaceuticals UK Ltd),Doxycycline hyclate,50mg,Capsule,Oral
41560,55777020,Doxycycline 100mg Capsule (IVAX Pharmaceuticals UK Ltd),Doxycycline hyclate,100mg,Capsule,Oral
41605,59382020,Doxycycline 100mg Capsule (Sandoz Ltd),Doxycycline hyclate,100mg,Capsule,Oral
264,76011020,Doxycycline 50mg capsules,Doxycycline hyclate,50mg,Capsule,Oral
1046,62868020,Doxycycline 100mg capsules,Doxycycline hyclate,100mg,Capsule,Oral
6396,78870020,Doxycycline 100mg dispersible tablets sugar free,Doxycycline monohydrate,100mg,Dispersible tablet,Oral
14904,55071020,Vibramycin-D 100mg dispersible tablets (Pfizer Ltd),Doxycycline monohydrate,100mg,Dispersible tablet,Oral
24149,49593020,Doxycycline 100mg capsules (A A H Pharmaceuticals Ltd),Doxycycline hyclate,100mg,Capsule,Oral
26392,76765020,Vibrox 100mg capsules (Kent Pharmaceuticals Ltd),Doxycycline hyclate,100mg,Capsule,Oral
30739,54616020,Doxycycline 100mg capsules (Teva UK Ltd),Doxycycline hyclate,100mg,Capsule,Oral
32066,59014020,Doxycycline 100mg capsules (Mylan),Doxycycline hyclate,100mg,Capsule,Oral
32419,54617020,Doxycycline 50mg capsules (Teva UK Ltd),Doxycycline hyclate,50mg,Capsule,Oral
33671,62654020,Doxycycline 100mg capsules (Kent Pharmaceuticals Ltd),Doxycycline hyclate,100mg,Capsule,Oral
34175,49594020,Doxycycline 50mg capsules (A A H Pharmaceuticals Ltd),Doxycycline hyclate,50mg,Capsule,Oral
34300,56947020,Doxycycline 100mg capsules (Actavis UK Ltd),Doxycycline hyclate,100mg,Capsule,Oral
46807,75447020,Doxycycline 100mg capsules (Almus Pharmaceuticals Ltd),Doxycycline hyclate,100mg,Capsule,Oral
48095,56946020,Doxycycline 50mg capsules (Actavis UK Ltd),Doxycycline hyclate,50mg,Capsule,Oral
49737,5782020,Doxycycline 100mg capsules (Alliance Healthcare (Distribution) Ltd),Doxycycline hyclate,100mg,Capsule,Oral
52967,5797020,Vibramycin-D 100mg dispersible tablets (Stephar (U.K.) Ltd),Doxycycline monohydrate,100mg,Dispersible tablet,Oral
53135,41927020,Vibramycin-D 100mg dispersible tablets (Waymade Healthcare Plc),Doxycycline monohydrate,100mg,Dispersible tablet,Oral
53310,5786020,Doxycycline 100mg capsules (Sigma Pharmaceuticals Plc),Doxycycline hyclate,100mg,Capsule,Oral
53973,5789020,Doxycycline 50mg capsules (Alliance Healthcare (Distribution) Ltd),Doxycycline hyclate,50mg,Capsule,Oral
55519,47433020,Doxycycline 100mg capsules (Waymade Healthcare Plc),Doxycycline hyclate,100mg,Capsule,Oral
56198,5798020,Vibramycin-D 100mg dispersible tablets (Mawdsley-Brooks & Company Ltd),Doxycycline monohydrate,100mg,Dispersible tablet,Oral
58326,47434020,Doxycycline 50mg capsules (Waymade Healthcare Plc),Doxycycline hyclate,50mg,Capsule,Oral
58988,5787020,Doxycycline 100mg capsules (Phoenix Healthcare Distribution Ltd),Doxycycline hyclate,100mg,Capsule,Oral
59542,5796020,Vibramycin-D 100mg dispersible tablets (Sigma Pharmaceuticals Plc),Doxycycline monohydrate,100mg,Dispersible tablet,Oral
60159,21392021,Doxycycline 100mg capsules (DE Pharmaceuticals),Doxycycline hyclate,100mg,Capsule,Oral
61355,5792020,Doxycycline 50mg capsules (Chanelle Medical UK Ltd),Doxycycline hyclate,50mg,Capsule,Oral
62008,21393021,Doxycycline 50mg capsules (DE Pharmaceuticals),Doxycycline hyclate,50mg,Capsule,Oral
62025,5785020,Doxycycline 100mg capsules (Chanelle Medical UK Ltd),Doxycycline hyclate,100mg,Capsule,Oral
63660,63285020,Doxycycline 50mg capsules (Kent Pharmaceuticals Ltd),Doxycycline hyclate,50mg,Capsule,Oral
65189,19795020,Doxycycline 50mg/5ml oral suspension,Doxycycline hyclate,10mg/1ml,Oral suspension,Oral
65360,5793020,Doxycycline 50mg capsules (Phoenix Healthcare Distribution Ltd),Doxycycline hyclate,50mg,Capsule,Oral
68110,69789021,Doxycycline 100mg/5ml oral suspension,Doxycycline hyclate,20mg/1ml,Oral suspension,Oral
68690,53522021,Doxycycline 100mg capsules (Mawdsley-Brooks & Company Ltd),Doxycycline hyclate,100mg,Capsule,Oral
73070,75452020,Doxycycline 50mg capsules (Almus Pharmaceuticals Ltd),Doxycycline hyclate,50mg,Capsule,Oral
73536,52261021,Doxycycline 50mg capsules (Sigma Pharmaceuticals Plc),Doxycycline hyclate,50mg,Capsule,Oral
7439,50144020,Ledermycin 150mg Capsule (Wyeth Pharmaceuticals),Demeclocycline hydrochloride,150mg,Capsule,Oral
8694,62251020,Demeclocycline 300mg tablets,Demeclocycline Hydrochloride,300mg,Tablets,Oral
9131,62250020,Demeclocycline 150mg capsules,Demeclocycline hydrochloride,150mg,Capsule,Oral
22076,50145020,Ledermycin 300mg Tablet (Wyeth Pharmaceuticals),Demeclocycline Hydrochloride,300mg,Tablet,Oral
50765,29747020,Demeclocycline 300mg/5ml oral solution,Demeclocycline hydrochloride,60mg/1ml,Oral solution,Oral
62533,31382021,Demeclocycline 150mg tablets,Demeclocycline hydrochloride,150mg,Tablet,Oral
17705,74564020,Minocycline 2% dental gel sugar free,Minocycline hydrochloride,20mg/1ml,Dental gel,Dental/Gingival
29418,74561020,Dentomycin 2% w/v Dental gel (Wyeth Pharmaceuticals),Minocycline hydrochloride,20mg/1ml,Dental gel,Dental/Gingival
32588,87748020,Dentomycin 2% dental gel (Henry Schein Ltd),Minocycline hydrochloride,20mg/1ml,Dental gel,Dental/Gingival
70869,43061021,Doxycycline 36.4mg/260mg periodontal gel cartridge,Doxycycline hyclate,140mg/1gram,Oromucosal gel,Oromucosal
40796,97281020,Doxycycline 40mg modified-release capsules,Doxycycline monohydrate,40mg,Modified-release capsule,Oral
40980,97284020,Efracea 40mg modified-release capsules (Galderma (UK) Ltd),Doxycycline monohydrate,40mg,Modified-release capsule,Oral
77,59238020,Oxytetracycline 250mg tablets,Oxytetracycline dihydrate,250mg,Tablet,Oral
121,66948020,Tetracycline 250mg capsules,Tetracycline hydrochloride,250mg,Capsule,Oral
132,65333020,Oxytetracycline 250mg capsules,Oxytetracycline Dihydrate,250mg,Capsules,Oral
386,59241020,Tetracycline 250mg tablets,Tetracycline hydrochloride,250mg,Tablet,Oral
738,68858020,Chlortetracycline with demeclocycline with tetracycline tablets,Chlortetracycline Hydrochloride/Demeclocycline Hydrochloride/Tetracycline Hydrochloride,,Tablets,Oral
2256,48929020,Deteclo 300mg Tablet (Wyeth Pharmaceuticals),Chlortetracycline Hydrochloride/Demeclocycline Hydrochloride/Tetracycline Hydrochloride,300mg,Tablet,Oral
3816,51902020,Tetrachel 250mg Tablet (Berk Pharmaceuticals Ltd),Tetracycline hydrochloride,250mg,Tablet,Oral
7455,51886020,Terramycin 250mg Capsule (Pfizer Ltd),Oxytetracycline Dihydrate,250mg,Capsule,Oral
8219,51903020,Tetrachel 250mg Capsule (Berk Pharmaceuticals Ltd),Tetracycline hydrochloride,250mg,Capsule,Oral
8284,59242020,Tetracycline 125mg/5ml syrup,Tetracycline Hydrochloride,125mg/5ml,Syrup,Oral
9014,51899020,Tetrabid-organon 250mg Capsule (Organon Laboratories Ltd),Tetracycline hydrochloride,250mg,Capsule,Oral
9034,65334020,Oxytetracycline 125mg/5ml syrup,Oxytetracycline Dihydrate,125mg/5ml,Syrup,Oral
9361,59271020,Oxymycin 250mg tablets (Dr Reddy's Laboratories (UK) Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral
12541,54224020,Imperacin 250mg Tablet (AstraZeneca UK Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral
15355,66963020,Tetracycline with chlortetracycline & demeclocycline tablets,Chlortetracycline Hydrochloride/Demeclocycline Hydrochloride/Tetracycline Hydrochloride,,Tablets,Oral
15407,54740020,Achromycin v 250mg Capsule (Wyeth Pharmaceuticals),Tetracycline hydrochloride,250mg,Capsule,Oral
15513,54662020,Achromycin 250mg Tablet (Wyeth Pharmaceuticals),Tetracycline hydrochloride,250mg,Tablet,Oral
17226,59279020,Economycin 250mg Capsule (DDSA Pharmaceuticals Ltd),Tetracycline hydrochloride,250mg,Capsule,Oral
17467,51885020,Terramycin 250mg tablets (Pfizer Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral
17703,71404020,Oxytetramix 250 tablets (Ashbourne Pharmaceuticals Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral
18685,54741020,Achromycin 125mg/5ml Oral solution (Wyeth Pharmaceuticals),Tetracycline Hydrochloride,125mg/5ml,Oral Solution,Oral
19693,56391020,Sustamycin 250mg Capsule (Boehringer Mannheim UK Ltd),Tetracycline Hydrochloride,250mg,Capsule,Oral
21802,48382020,Berkmycen 250mg Tablet (Berk Pharmaceuticals Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral
21804,66947020,Tetracycline 125mg/5ml syrup,Tetracycline Hydrochloride,125mg/5ml,Syrup,Oral
21837,76058020,Cyclomin 50mg Tablet (Berk Pharmaceuticals Ltd),Minocycline hydrochloride,50mg,Tablet,Oral
24245,76059020,Cyclomin 100mg Tablet (Berk Pharmaceuticals Ltd),Minocycline hydrochloride,100mg,Tablet,Oral
24643,62254020,Demeclocycline with chlortetracycline with tetracycline tablets,Chlortetracycline Hydrochloride/Demeclocycline Hydrochloride/Tetracycline Hydrochloride,,Tablets,Oral
26111,59280020,Economycin 250mg Tablet (DDSA Pharmaceuticals Ltd),Tetracycline hydrochloride,250mg,Tablet,Oral
34011,66960020,Tetracycline 250mg capsules,Tetracycline Hydrochloride,250mg,Capsules,Oral
34040,57074020,Oxytetracycline 250mg tablets (Actavis UK Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral
34044,50171020,Oxytetracycline 250mg tablets (A A H Pharmaceuticals Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral
34141,54192020,Oxytetracycline 250mg tablets (Teva UK Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral
34336,54198020,Oxytetracycline 250mg tablets (IVAX Pharmaceuticals UK Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral
34888,50165020,Oxytetracycline 250mg Tablet (C P Pharmaceuticals Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral
40483,68569020,Oxytetracycline 250mg tablets (Sandoz Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral
41547,53627020,Tetracycline 250mg Capsule (Berk Pharmaceuticals Ltd),Tetracycline hydrochloride,250mg,Capsule,Oral
41636,50708020,Tetracycline 250mg tablets (Actavis UK Ltd),Tetracycline hydrochloride,250mg,Tablet,Oral
43538,50711020,Tetracycline 250mg tablets (A A H Pharmaceuticals Ltd),Tetracycline hydrochloride,250mg,Tablet,Oral
43700,55833020,Minocycline 50mg Tablet (Lagap),Minocycline hydrochloride,50mg,Tablet,Oral
45271,54408020,Tetracycline 250mg Tablet (Numark Management Ltd),Tetracycline hydrochloride,250mg,Tablet,Oral
46954,55834020,Minocycline 100mg Tablet (Lagap),Minocycline hydrochloride,100mg,Tablet,Oral
48100,77573020,Tetracycline 250mg tablets (Teva UK Ltd),Tetracycline hydrochloride,250mg,Tablet,Oral
54214,5775020,Tetracycline 250mg tablets (Alliance Healthcare (Distribution) Ltd),Tetracycline hydrochloride,250mg,Tablet,Oral
56044,45424020,Tetracycline 125mg/5ml oral solution,Tetracycline hydrochloride,25mg/1ml,Oral solution,Oral
56181,51950020,Tetracycline 250mg Tablet (Celltech Pharma Europe Ltd),Tetracycline hydrochloride,250mg,Tablet,Oral
58076,5774020,Tetracycline 250mg tablets (Kent Pharmaceuticals Ltd),Tetracycline hydrochloride,250mg,Tablet,Oral
60577,5776020,Tetracycline 250mg tablets (Almus Pharmaceuticals Ltd),Tetracycline hydrochloride,250mg,Tablet,Oral
63602,15675021,Tetracycline 250mg tablets (Intrapharm Laboratories Ltd),Tetracycline hydrochloride,250mg,Tablet,Oral
67752,69839020,Oxytetracycline 250mg tablets (Dr Reddy's Laboratories (UK) Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral
67839,33448020,Oxytetracycline 250mg/5ml oral suspension,Oxytetracycline dihydrate,50mg/1ml,Oral suspension,Oral
71003,40560020,Oxytetracycline 250mg tablets (Genesis Pharmaceuticals Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral
71393,33446020,Oxytetracycline 125mg/5ml oral suspension,Oxytetracycline dihydrate,25mg/1ml,Oral suspension,Oral
13566,67103020,Tobramycin 3mg/ml eye drops,Tobramycin,3mg/1ml,Eye drops,Ocular
45746,96125020,Tobravisc 3mg/ml eye drops (Alcon Laboratories (UK) Ltd),Tobramycin,3mg/1ml,Eye drops,Ocular
59119,21319020,Generic Gentafix 1 cement 41.6g sachets,Gentamicin sulfate,1.58gram,Cement,Route of administration not applicable
71200,16215021,Clarithromycin 2% eye drops preservative free,Clarithromycin,20mg/1ml,Eye drops,Ocular
63,59396020,Erythromycin 250mg gastro-resistant tablets,Erythromycin,250mg,Gastro-resistant tablet,Oral
103,59398020,Erythromycin 250mg gastro-resistant capsules,Erythromycin,250mg,Gastro-resistant capsule,Oral
318,56230020,Erymax 250mg Capsule (Elan Pharma),Erythromycin,250mg,Gastro-resistant capsule,Oral
401,59397020,Erythromycin 500mg ec gastro-resistant tablets,Erythromycin,500mg,Gastro-resistant Tablets,Oral
3209,49303020,Erythromid 250mg Tablet (Abbott Laboratories Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
4489,49294020,Erycen 250mg Tablet (Berk Pharmaceuticals Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
9148,53074020,Erythromid ds 500mg Tablet (Abbott Laboratories Ltd),Erythromycin,500mg,Tablet,Oral
9903,60837020,Erythromycin estolate 250mg capsules,Erythromycin Lactobionate,250mg,Capsules,Oral
10190,87838020,Erymax 250mg gastro-resistant capsules (Teva UK Ltd),Erythromycin,250mg,Gastro-resistant capsule,Oral
11611,51704020,Rommix 250 EC tablets (Ashbourne Pharmaceuticals Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
17207,49901020,Ilosone 250mg Capsule (Dista Products Ltd),Erythromycin Lactobionate,250mg,Capsule,Oral
18643,49902020,Ilosone 500mg Tablet (Dista Products Ltd),Erythromycin,500mg,Tablet,Oral
18682,49903020,Ilosone 125mg/5ml Liquid (Dista Products Ltd),Erythromycin Lactobionate,125mg/5ml,Liquid,Oral
19330,49906020,Ilosone 250mg/5ml Liquid (Dista Products Ltd),Erythromycin Lactobionate,250mg/5ml,Liquid,Oral
23017,49295020,Erycen 500mg Tablet (Berk Pharmaceuticals Ltd),Erythromycin,500mg,Tablet,Oral
23244,49909020,Ilotycin 250mg Tablet (Eli Lilly and Company Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
24127,49640020,Erythromycin 250mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
24129,53836020,Erythromycin 250mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
25278,51705020,Rommix 500mg Tablet (Ashbourne Pharmaceuticals Ltd),Erythromycin,500mg,Tablet,Oral
25280,80615020,Tiloryth 250mg gastro-resistant capsules (Tillomed Laboratories Ltd),Erythromycin,250mg,Gastro-resistant capsule,Oral
26365,53839020,Erythromycin 500mg Tablet (IVAX Pharmaceuticals UK Ltd),Erythromycin,500mg,Tablet,Oral
29154,56967020,Erythromycin 250mg Capsule (Actavis UK Ltd),Erythromycin Lactobionate,250mg,Capsule,Oral
29344,56957020,Erythromycin 250mg gastro-resistant tablets (Actavis UK Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
31428,59504020,Retcin 250mg Tablet (DDSA Pharmaceuticals Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
31530,69983020,Erythromycin 250mg gastro-resistant tablets (Ranbaxy (UK) Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
33304,77508020,Kerymax 250mg gastro-resistant capsules (Kent Pharmaceuticals Ltd),Erythromycin,250mg,Gastro-resistant capsule,Oral
33685,54613020,Erythromycin 250mg gastro-resistant tablets (Teva UK Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
33686,64160020,Erythromycin 250mg gastro-resistant capsules (A A H Pharmaceuticals Ltd),Erythromycin,250mg,Gastro-resistant capsule,Oral
33703,55311020,Erythromycin 250mg gastro-resistant tablets (Abbott Laboratories Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
34189,50360020,Erythromycin 250mg Tablet (C P Pharmaceuticals Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
34334,62660020,Erythromycin 250mg gastro-resistant tablets (Mylan),Erythromycin,250mg,Gastro-resistant tablet,Oral
34479,66554020,Erythromycin 250mg gastro-resistant tablets (Sovereign Medical Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
34512,64325020,Erythromycin 250mg gastro-resistant capsules (Teva UK Ltd),Erythromycin,250mg,Gastro-resistant capsule,Oral
34837,62571020,Erythromycin 250mg Gastro-resistant tablet (Co-Pharma Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
34869,50361020,Erythromycin 500mg Tablet (C P Pharmaceuticals Ltd),Erythromycin,500mg,Tablet,Oral
34873,49624020,Erythromycin 250mg Tablet (Berk Pharmaceuticals Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
37694,60838020,Erythromycin estolate 500mg tablets,Erythromycin Lactobionate,500mg,Tablets,Oral
37796,60839020,Erythromycin estolate 125mg/5ml suspension,Erythromycin Lactobionate,125mg/5ml,Suspension,Oral
40073,52720020,Erythromycin estolate 250mg/5ml suspension,Erythromycin Lactobionate,250mg/5ml,Suspension,Oral
41604,50367020,Erythromycin 500mg Tablet (Hillcross Pharmaceuticals Ltd),Erythromycin,500mg,Tablet,Oral
42296,69732020,Erythromycin 250mg gastro-resistant tablets (Dr Reddy's Laboratories (UK) Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
42661,71484020,Erythromycin 250mg gastro-resistant tablets (Almus Pharmaceuticals Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
49952,5865020,Erythromycin 250mg gastro-resistant capsules (Phoenix Healthcare Distribution Ltd),Erythromycin,250mg,Gastro-resistant capsule,Oral
50580,42210020,Erythromycin 250mg gastro-resistant capsules (Actavis UK Ltd),Erythromycin,250mg,Gastro-resistant capsule,Oral
50694,5862020,Erythromycin 250mg gastro-resistant capsules (Alliance Healthcare (Distribution) Ltd),Erythromycin,250mg,Gastro-resistant capsule,Oral
52428,5834020,Erythromycin 250mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
52906,5831020,Erythromycin 250mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
52952,5835020,Erythromycin 250mg gastro-resistant tablets (Strides Shasun (UK) Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral
53986,38553020,Erythromycin 250mg gastro-resistant tablets (Medreich Plc),Erythromycin,250mg,Gastro-resistant tablet,Oral
55133,5863020,Erythromycin 250mg gastro-resistant capsules (Kent Pharmaceuticals Ltd),Erythromycin,250mg,Gastro-resistant capsule,Oral
